rowId,code,_name,_address1,_address2,_address3,_postalCode,types,name,formattedAddress,postalCode,latitude,longitude,score
900,0011i000001xmv7,Neurology And Neurophysiology Clinic,6A Napier Rd,#05-39 Gleneagles Hospital Annexe Block,#05-39 Gleneagles Hospital Annexe Block,258500,"[""establishment"",""health"",""point_of_interest""]",Neurology And Neurophysiology Clinic,"6A Napier Rd, Singapore 258500",258500,1.3070486,103.8200142,0.0
901,0011i000001xmvi,Neurosurgery International,Hospital Annexex Block,6A napier Road,6A napier Road,258500,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Nippon Medical Care,"6a Napier Road #03-31, Gleneagles Hospital, Annexe Block, Singapore 258500",258500,1.3077263,103.8200865,0.0
902,0011i000001xmsb,Nippon Medical Care,6A Napier Road #03-37,Gleneagles Medical Centre,Gleneagles Medical Centre,258500,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Nippon Medical Care,"6a Napier Road #03-31, Gleneagles Hospital, Annexe Block, Singapore 258500",258500,1.3077263,103.8200865,0.0
903,0011i000001xmyV,O & G Centre,6A Napier Road,#05-38 Gleneagles Hospital Annex Block,#05-38 Gleneagles Hospital Annex Block,258500,"[""doctor"",""establishment"",""health"",""point_of_interest""]",AcuFem Women's Specialist Services (Gleneagles),"6A Napier Road, Gleneagles Hospital Annex Block #05-38, Singapore 258500",258500,1.307653,103.819887,0.0
904,0011i000001xmiD,O & G Partners Clinic For Women,6A Napier Road,#01-38 Gleneagles Hospital Annex Block,#01-38 Gleneagles Hospital Annex Block,258500,"[""establishment"",""health"",""point_of_interest""]",o & g partners clinic for women fertility centre,"6A Napier Rd, Singapore 258500",258500,1.3077263,103.8200865,0.0
905,0011i000001xnJR,O & G Partners Clinic For Women,6A Napier Road,#01-38 Gleneagles Hospital Annex Block,#01-38 Gleneagles Hospital Annex Block,258500,"[""establishment"",""health"",""point_of_interest""]",o & g partners clinic for women fertility centre,"6A Napier Rd, Singapore 258500",258500,1.3077263,103.8200865,0.0
906,0011i00000Xf13r,OncoCare Cancer CNTRE,6A Napier Road #05-36C,Annexe Block Gleneagles Hospital,Annexe Block Gleneagles Hospital,258500,"[""establishment"",""health"",""point_of_interest""]",OncoCare Cancer Centre (Gleneagles Annexe),"6A Napier Road #05-36C Annexe Block Gleneagles Hospital, Singapore 258500",258500,1.3076528,103.8198871,0.0
907,0011i000001xmdP,Parkway Gynaecology Screening & Treatment Ctr,Gleneagles Medical Centre,"6A Napier Road, Level 3","6A Napier Road, Level 3",258500,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",Parkway Cancer Centre Singapore (Gleneagles),"6A Napier Rd, Level 2 Gleneagles Hospital, Singapore 258500",258500,1.3070584,103.8199687,0.0
908,0011i000007EVGw,Prime Heart Centre,"#03-37C, Annexe Block",6A Napier Road,6A Napier Road,258500,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Nippon Medical Care,"6a Napier Road #03-31, Gleneagles Hospital, Annexe Block, Singapore 258500",258500,1.3077263,103.8200865,0.0
909,0011i000001xnJU,The Brain & Spine Clinic,6A Napier Road,#05-37 Gleneagles Hospital Annexe Block,#05-37 Gleneagles Hospital Annexe Block,258500,"[""doctor"",""establishment"",""health"",""point_of_interest""]",The Brain & Spine Clinic - Dr Timothy Lee,"6A Napier Road, Gleneagles Hospital, #03-38 Annexe Block, Singapore 258500",258500,1.307063,103.819973,0.0
910,0011i000001xnbu,The Harley Street Heart & Cancer Centre,Gleneagles Medical Centre,6A Napier Road #02-31/48,6A Napier Road #02-31/48,258500,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",The Harley Street Heart and Vascular Centre (Gleneagles),"6A Napier Rd, #02-38/41, Singapore 258500",258500,1.307406,103.819758,0.0
911,0011i000001xmmC,Orthopaedic International,6A Gleneagles Road,"#02-42 Gleneagles Hospital, Annexe Block","#02-42 Gleneagles Hospital, Annexe Block",258509,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Gleneagles Hospital,"6A Napier Rd, Singapore 258500",258500,1.3072973,103.8202408,1.0
912,0011i000001xmai,Dr Jiten & Caroline Med Ctr,10 Jalan Serene #02-01/02,Serene Centre,Serene Centre,258748,"[""establishment"",""health"",""point_of_interest""]",Drs Jiten and Caroline Medical Centre,"10 Jln Serene, #02-01/02 Serene Centre, Singapore 258748",258748,1.3226173,103.8135755,0.0
913,0011i000001xna0,Balmoral Family Clinic & Surgery,271 Bukit Timah Road,#02-12 Balmoral Plaza,#02-12 Balmoral Plaza,259708,"[""establishment"",""health"",""point_of_interest""]",The Balmoral Clinic Family Medicine,"271 Bukit Timah Rd, Singapore 259708",259708,1.3165545,103.8354619,0.0
914,0011i000001xn4q,Balmoral Family Clinic & Surgery,271 Bukit Timah Road,#02-12 Balmoral Plaza,#02-12 Balmoral Plaza,259708,"[""establishment"",""health"",""point_of_interest""]",The Balmoral Clinic Family Medicine,"271 Bukit Timah Rd, Singapore 259708",259708,1.3165545,103.8354619,0.0
915,0011i000001xnAs,The Coronation Clinic,587 Bukit Timah Road,#02-01 Coronation Shopping Plaza,#02-01 Coronation Shopping Plaza,269707,"[""establishment"",""health"",""point_of_interest""]",The Coronation Clinic,"587 Bukit Timah Rd, #02-01, Singapore 269707",269707,1.3243213,103.809581,0.0
916,0011i000001xn5k,621 Bukit Timah Road,621 Bukit Timah Road,Bukit Timah Clinic,Bukit Timah Clinic,269731,"[""establishment"",""health"",""point_of_interest""]",Bukit Timah Clinic,"621A Bukit Timah Rd, Singapore 269731",269731,1.3246592,103.8090916,0.0
917,0011i000001xn9h,Bukit Timah Clinic,621 Bukit Timah Road,,,269731,"[""establishment"",""health"",""point_of_interest""]",Bukit Timah Clinic,"621A Bukit Timah Rd, Singapore 269731",269731,1.3246592,103.8090916,0.0
918,0011i000001xmma,Inez Psychological Well Being Clinic,Second Avenue Junction,733 Bukit Timah Road #01-03,733 Bukit Timah Road #01-03,269748,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Inez Psychological Well-Being Clinic,"733 Bukit Timah Rd, Singapore 269748",269748,1.3298343,103.7994841,0.0
919,0011i000001xmxF,Healthlink Family Clinic & Surgery,Block 21 Ghim Moh Road,#01-187,#01-187,270021,"[""establishment"",""health"",""point_of_interest""]",HealthLink Family Clinic & Surgery,"Blk 21 Ghim Moh Rd, #01-187, Singapore 270021",270021,1.3106078,103.7881204,0.0
920,0011i000001xmxE,Healthlink Family Clinic & Surgery,Block 21 Ghim Moh Road,#01-187,#01-187,270021,"[""establishment"",""health"",""point_of_interest""]",HealthLink Family Clinic & Surgery,"Blk 21 Ghim Moh Rd, #01-187, Singapore 270021",270021,1.3106078,103.7881204,0.0
921,0011i000001xmuu,John Chiam Medical Clinic,Blk 21 Ghim Moh Road,#01-145,#01-145,270021,"[""establishment"",""health"",""point_of_interest""]",John Chiam Medical Clinic,"Blk 21 Ghim Moh Rd, #01-145, Singapore 270021",270021,1.3101892,103.7889564,0.0
922,0011i000001xnJw,Merlion Clinic,21 Ghim Moh Road,#01-149,#01-149,270021,"[""establishment"",""health"",""point_of_interest""]",Merlion Clinic,"21 Ghim Moh Rd, Singapore 270021",270021,1.310201,103.7886081,0.0
923,0011i000001xmh2,The Medical Health Clinic,21 Ghim Moh Road,#01-141,#01-141,270021,"[""establishment"",""health"",""point_of_interest""]",HealthLink Family Clinic & Surgery,"Blk 21 Ghim Moh Rd, #01-187, Singapore 270021",270021,1.3106078,103.7881204,0.0
924,0011i000001xmio,Northeast Medical Group,Blk 25 Ghim Moh Link,#01-10,#01-10,270025,"[""establishment"",""health"",""point_of_interest""]",Northeast Medical Group,"25 Ghim Moh Link, #01-10, Singapore 270025",270025,1.3080777,103.7862275,0.0
925,0011i000001xmt4,Kee Clinic & Surgery,Blk 36 Holland Drive #01-10,Buona Vista Community Club,Buona Vista Community Club,270036,"[""establishment"",""health"",""point_of_interest""]",Kee Clinic,"#01-10 Holland Dr, Block 36, Singapore 270036",270036,1.3112031,103.7937794,0.0
926,0011i000001xmsf,Healthway Medical Group,Blk 41 Holland Drive,#01-07,#01-07,270041,"[""establishment"",""health"",""point_of_interest""]",Healthway Medical (Holland Drive),"41 Holland Dr, #01-07, Singapore 270041",270041,1.3076052,103.7934573,0.0
927,0011i000001xndA,May Medical Clinic & Surgery,41 Holland Road,#01-19,#01-19,270041,"[""establishment"",""health"",""point_of_interest""]",May Medical Clinic & Surgery,"Block 41 Holland Drive, #01-19, Singapore 270041",270041,1.307514,103.7936377,0.0
928,0011i000001xnc8,Family Health Clinic,43 Holland Drive,#01-65,#01-65,270043,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Family Health Clinic,"43 Holland Dr, #01-65, Singapore 270043",270043,1.3075209,103.7928015,0.0
929,0011i000001xnXQ,Healthway Medical Group,Blk 45 Holland Drive,#01-353,#01-353,270045,"[""dentist"",""establishment"",""health"",""point_of_interest""]",Casa Dental (Holland): Dental Implant and Invisalign Centre,"45 Holland Dr, #01-353, Singapore 270045",270045,1.3085951,103.7929352,0.0
930,0011i000001xmqX,Tay Medical Centre,Blk 6 Holland Close,#01-28,#01-28,271006,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tay Medical Centre The,"6 Holland Cl, Singapore 271006",271006,1.307145,103.795477,0.0
931,0011i000001xnZh,Sefton Medical Centre,Block 41 Holland Drive,#01-25,#01-25,278115,"[""establishment"",""health"",""point_of_interest""]",Sefton Medical Centre Pte Ltd,"Blk 41, Holland Dr, #01-25, Singapore 270041",270041,1.3074833,103.7936158,1.0
932,0011i000001xnOg,OneDoctors Family Clinic,Blk 253 Holland Avenue,#02-01,#02-01,278982,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",OneDoctors Family Clinic (HV),"253 Holland Ave, #02-01, Singapore 278982",278982,1.3114268,103.7956336,0.0
933,0011i000001xmlK,OneDoctors Family Clinic,253 Holland Avenue,#02-01,#02-01,278982,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",OneDoctors Family Clinic (HV),"253 Holland Ave, #02-01, Singapore 278982",278982,1.3114268,103.7956336,0.0
934,0011i000001xml5,Healthway (Silver Cross) Medical Centre,275A Holland Avenue,,,278993,"[""establishment"",""health"",""point_of_interest""]",Silver Cross Medical (Holland),"275A Holland Ave, Singapore 278993",278993,1.3116963,103.7953097,0.0
935,0011i000001xmuQ,Bukit Timah Family Clinic,833 Bukit Timah Road,#01-07 Royalville,#01-07 Royalville,279857,"[""establishment"",""point_of_interest""]",Royalville,"837 Bukit Timah Rd, Singapore 279889",279889,1.331388,103.794371,1.4142135
936,0011i000001xn5d,Bukit Timah Family Clinic,833 Bukit Timah Road,#01-07 Royalville,#01-07 Royalville,279887,"[""subpremise""]","833 Bukit Timah Rd, 01","833 Bukit Timah Rd, 01, Singapore 279887",279887,1.3317128,103.793967,1.0
937,0011i000001xnS0,Royal Health Clinic & Surgery,833 Bukit Timah Road,#01-05,#01-05,279887,"[""establishment"",""health"",""point_of_interest""]",Royal Health Clinic & Surgery Pte Ltd,"833 Bukit Timah Rd, Singapore 279887",279887,1.3317153,103.7941654,0.0
938,0011i000001xnTm,Adam Road Hospital,19 Adam Road,Adam Road Hospital,Adam Road Hospital,289891,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Concord International Hospital,"19 Adam Rd, Singapore 289891",289891,1.3267987,103.813415,0.0
939,0011i000001xnOS,The Japanese Association Clinic,120 Adam Road,,,289899,"[""establishment"",""point_of_interest""]",The Japanese Association,"120 Adam Rd, Singapore 289899",289899,1.3306188,103.8158336,1.0
940,0011i000001xmvl,The Japanese Association Clinic,120 Adam Road,,,289899,"[""establishment"",""point_of_interest""]",The Japanese Association,"120 Adam Rd, Singapore 289899",289899,1.3306188,103.8158336,1.0
941,0011i000001xnWw,KC Yeo Clinic & Surgery For Women,1 Thomson Road #01-342,Balestier Hill Shopping Ctr,Balestier Hill Shopping Ctr,300001,"[""establishment"",""health"",""point_of_interest""]",K C Yeo Clinic & Surgery For Women,"1A Thomson Rd, #01-342, Singapore 300001",300001,1.3255172,103.8424775,0.0
942,0011i00000Xf14B,Tucker Medical,"8 Sinaran Drive, Suite 04-03",Novena Specialist Centre,Novena Specialist Centre,307470,"[""establishment"",""health"",""point_of_interest""]",Tucker Medical,"8 Sinaran Dr, suite 04-03, Singapore 307470",307470,1.3200645,103.845063,0.0
943,0011i00000LHDrr,Vervendeavour Pte Ltd,Novena Specialist Centre,8 Sinaran Drive #07-10/11,8 Sinaran Drive #07-10/11,307470,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Novena Specialist Center,"8 Sinaran Dr, Singapore 307470",307470,1.3203779,103.8448451,0.0
944,0011i000001xnDW,Shenton Medial Group,Novena Medical Centre,10 Sinaran Drive #08-17,10 Sinaran Drive #08-17,307500,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",David Loh Surgery at Novena Medical Center,"10 Sinaran Dr, #08-35, Singapore 307506",307506,1.3207595,103.8443605,1.0
945,0011i000001xmf1,Better Life Psych Med Clinic,Novena Medical Centre,10 Sinaran Drive #10-10,10 Sinaran Drive #10-10,307506,"[""establishment"",""health"",""point_of_interest""]",Better Life Psychological Medicine Clinic,"10 Sinaran Dr, #08-17/30, Singapore 307506",307506,1.3208387,103.8441467,0.0
946,0011i00000vJl2m,Dr Tan Medical Center,10 Sinaran Drive,Novena Medical Centre #09-30,Novena Medical Centre #09-30,307506,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Dr Tan Medical Center,"10 Sinaran Drive #09-30, Novena Medical Centre, Singapore 307506",307506,1.3206513,103.8443689,0.0
947,0011i000001xnGY,Ngui Psychiatry & Associates,10 Sinaran Drive #11-23,Novena Medical Centre,Novena Medical Centre,307506,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Nobel Psychological Wellness Centre (Novena Medical Centre),"10 Sinaran Dr, #09-35, Singapore 307506",307506,1.3207595,103.8443605,0.0
948,0011i000001xmkr,Nihon Premium Clinic,10 Sinaran Drive,#11-12/13/30 Novena Medical Center Square 2,#11-12/13/30 Novena Medical Center Square 2,307506,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",Nihon Premium Clinic,"#11-12,13,30 Medical Center,, 10 Sinaran Drive, Singapore 307506",307506,1.3208359,103.8439865,0.0
949,0011i000001xmjN,Novena Heart Centre,10 Sinaran Drive,#09-06 Novena Medical Centre,#09-06 Novena Medical Centre,307506,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",David Loh Surgery at Novena Medical Center,"10 Sinaran Dr, #08-35, Singapore 307506",307506,1.3207595,103.8443605,0.0
950,0011i000001xnEh,Novena Heart Centre,10 Sinaran Drive,#09-06 Novena Medical Centre,#09-06 Novena Medical Centre,307506,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",David Loh Surgery at Novena Medical Center,"10 Sinaran Dr, #08-35, Singapore 307506",307506,1.3207595,103.8443605,0.0
951,0011i000001xmwG,Novena Psychiatric Clinic,10 Sinaran Drive #10-21,Novena Medical Center,Novena Medical Center,307506,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Novena Psychiatry Clinic,Singapore,307506,1.3199572,103.8439076,1.0
952,0011i000001xnZd,O&G Care Clinic,Novena Medical Centre,10 Sinaran Drive #09-12,10 Sinaran Drive #09-12,307506,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",David Loh Surgery at Novena Medical Center,"10 Sinaran Dr, #08-35, Singapore 307506",307506,1.3207595,103.8443605,0.0
953,0011i000001xnSD,Promises Healthcare Pte Ltd,#09-23 Novena Medical Centre,,,307506,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Promises Healthcare (Psychiatry & Psychology Clinic),"#09-23, Novena Medical Centre, 10 Sinaran Dr, Singapore 307506",307506,1.3206513,103.8443689,0.0
954,0011i000001xmlR,Soon Diabetes Thyroid And Endocrinology,10 Sinaran Drive,#10-08 Novena Medical Centre Square 2,#10-08 Novena Medical Centre Square 2,307506,"[""establishment"",""health"",""point_of_interest""]",Soon Diabetes Thyroid And Endocrinology Clinic,"10 Sinaran Dr, 10-08, Novena Medical Center, Singapore 307506",307506,1.3207595,103.8443605,0.0
955,0011i000001xncS,THe Rafflesian Clinic & Surgery,10 Sinaran Driv e#11-06,Novena Medical Centre,Novena Medical Centre,307506,"[""establishment"",""health"",""point_of_interest""]",The Rafflesian Clinic & Surgery,"10 Sinaran Dr, #11-06, Singapore 307506",307506,1.3206513,103.8443689,0.0
956,0011i000001xnBC,The Resilienz Clinic,10 Sinaran Drive #10-03,Novena Medical Centre,Novena Medical Centre,307506,"[""doctor"",""establishment"",""health"",""hospital"",""point_of_interest""]",Resilienz Clinic (Singapore Psychiatrist and Psychologist),"10 Sinaran Dr, #10-03, Singapore 307506",307506,1.320409,103.844151,0.0
957,0011i000001xnAr,Physician Practice Family Medical,101 Thomson Road #01-17,United Square,United Square,307591,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Physicians Practice Family Medical Center,"101 Thomson Rd, #01 - 17, Singapore 307591",307591,1.3167596,103.8439101,0.0
958,0011i000001xn7a,Physician Practice Family Medical Centre,101 Thomson Road,#01-17 United Square,#01-17 United Square,307591,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Physicians Practice Family Medical Center,"101 Thomson Rd, #01 - 17, Singapore 307591",307591,1.3167596,103.8439101,0.0
959,0011i000001xn21,ACJ Women's Clinic Pte Ltd,339 Thomson Road,#03-03 Thomson Medical Centre,#03-03 Thomson Medical Centre,307677,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Thomson Medical Centre,"339 Thomson Rd, Singapore 307677",307677,1.3253292,103.8415012,0.0
960,0011i000001xmeX,ACJ Women's Clinic Pte Ltd,339 Thomson Road,#03-03 Thomson Medical Centre,#03-03 Thomson Medical Centre,307677,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Thomson Medical Centre,"339 Thomson Rd, Singapore 307677",307677,1.3253292,103.8415012,0.0
961,0011i000001xnST,ACJ Women's Clinic Pte Ltd,339 Thomson Road,#03-03 Thomson Medical Centre,#03-03 Thomson Medical Centre,307677,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Thomson Medical Centre,"339 Thomson Rd, Singapore 307677",307677,1.3253292,103.8415012,0.0
962,0011i000001xmf2,Adelina Women's Clinic Pte Ltd,339 Thomson Road,#06-04 Thomson Medical Centre,#06-04 Thomson Medical Centre,307677,"[""establishment"",""health"",""point_of_interest""]",Adelina Women's Clinic Pte Ltd,"339 Thomson Rd, #06-04 Thomson Medical Centre, Singapore 307677",307677,1.3253946,103.8415069,0.0
963,0011i000001xmb4,Beh's Clinic For Women Pte Ltd,339 Thomson Road,#05-03 Thomson Medical Centre,#05-03 Thomson Medical Centre,307677,"[""establishment"",""health"",""point_of_interest""]",Dr Beh Suan Tiong (SOG - Beh Clinic For Women),"339 Thomson Rd, #05-03 Thomson Medical Center, Singapore 307677",307677,1.3252354,103.8415138,0.0
964,0011i000001xmtf,Brenda & Yvonne Clinic for Women,339 Thomson Road #04-07,Thomson Medical Centre,Thomson Medical Centre,307677,"[""establishment"",""health"",""point_of_interest""]",Yvonne Chan Clinic For Women,"339 Thomson Rd, Singapore 307677",307677,1.3252401,103.8417397,0.0
965,0011i000001xmox,Dr Yvonne Chan Clinic For Women,339 Thomson Road,#06-06 Thomson Medical Centre,#06-06 Thomson Medical Centre,307677,"[""establishment"",""health"",""point_of_interest""]",Yvonne Chan Clinic For Women,"339 Thomson Rd, Singapore 307677",307677,1.3252401,103.8417397,0.0
966,0011i000001xnVp,Jeanette Chen Women's Clinic,339 Thomson Road #05-02A,Thomson Medical Centre,Thomson Medical Centre,307677,"[""doctor"",""establishment"",""health"",""point_of_interest""]",Jeanette Chen Women's Clinic,"#05-02A Thomson Medical Centre, 339 Thomson Rd, Singapore 307677",307677,1.325389,103.841475,0.0
967,0011i000001xn4G,L N Sim Clinic For Women Pte Ltd,339 Thomson Road,#04-05 Thomson Medical Centre,#04-05 Thomson Medical Centre,307677,"[""establishment"",""health"",""point_of_interest""]",Ln Sim Clinic for Women,"339 Thomson Road, #04-05, Thomson Medical Centre, 307677, Singapore 307677",307677,1.3254202,103.8414768,0.0
968,0011i000001xmfa,ML Yeap Clinic For Women,#05-02B Thomson Medical Centre,,,307677,"[""establishment"",""health"",""point_of_interest""]",ML Yeap Clinic For Women,"Thomson Rd, #05-02B 339, Singapore 307677",307677,1.3253292,103.8415012,0.0
969,0011i000001xnDp,"Tseng, Liauw & Chua Gynaecological Clinic",339 Thomson Road,#03-00 Thomson Medical Centre,#03-00 Thomson Medical Centre,307677,"[""establishment"",""health"",""point_of_interest""]",Phyllis C Y Liauw Dr,"339 Thomson Rd, Singapore 307677",307677,1.3253449,103.8423224,0.0
970,0011i000001xn2I,W C Cheng & Associates,339 Thomson Road,Thomson Medical Centre,Thomson Medical Centre,307677,"[""doctor"",""establishment"",""health"",""point_of_interest""]",W C Cheng & Associates,"339 Thomson Road, #01-01, Thomson Medical Centre, Singapore 307677",307677,1.32535,103.8415108,0.0
971,0011i000001xnJE,Healthway Medical Clinic,238 Thomson Road #03-324,Novena Square,Novena Square,307683,"[""establishment"",""health"",""point_of_interest""]",Healthway Medical (Novena Medical Centre),"10 Sinaran Dr, #09 - 36, Singapore 307506",307506,1.320281,103.844022,1.0
972,0011i000001xnVL,Tan Tock Seng Hospital,Moulmein Road,,,308067,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,1.0
973,0011i000001xmla,Department of Orthopaedic,Tan Tock Seng Hospital,11 Jalan Tan Tock Seng,11 Jalan Tan Tock Seng,308087,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,1.0
974,0011i000001xmj9,Tan Tock Seng Hospital,Department of Geriatric,11 Jalan Tan Tock Seng,11 Jalan Tan Tock Seng,308087,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,1.0
975,0011i000001xnVL,Tan Tock Seng Hospital,Department of Cardiology,Moulmein Road,Moulmein Road,308087,"[""establishment"",""health"",""point_of_interest""]",Tuberculosis Control Unit (TBCU) Specialist Outpatient Clinic K,"144 Moulmein Rd, Singapore 308089",308089,1.3195,103.84762,1.0
976,0011i000001xnbU,Tan Tock Seng Hospital,Department of Orthopaedic,Moulmein Road,Moulmein Road,308087,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,1.0
977,0011i000001xmzD,Tan Tock Seng Hospital,Department of Moulmein Road,Moulmein Road,Moulmein Road,308087,"[""establishment"",""health"",""point_of_interest""]",Tuberculosis Control Unit (TBCU) Specialist Outpatient Clinic K,"144 Moulmein Rd, Singapore 308089",308089,1.3195,103.84762,1.0
978,0011i000001xnVL,Tan Tock Seng Hospital,Moulmein Road,,,308087,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,1.0
979,0011i000001xmtb,Dapartment of Pharmacy,Moulmein Road,Tan Tock Seng Hospital,Tan Tock Seng Hospital,308433,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,0.0
980,0011i000001xmcN,Departmen of A&E,Moulmein Road,Tan Tock Seng Hospital,Tan Tock Seng Hospital,308433,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,0.0
981,0011i000001xnS7,Department of A&E,Moulmein Road,Tan Tock Seng Hospital,Tan Tock Seng Hospital,308433,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,0.0
982,0011i000001xmrG,Department of A&E,Moulmein Road,Tan Tock Seng Hospital,Tan Tock Seng Hospital,308433,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,0.0
983,0011i000001xmrJ,Department of A&E,Moulmein Road,Tan Tock Seng Hospital,Tan Tock Seng Hospital,308433,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,0.0
984,0011i000001xmg3,Department of A&E,Moulmein Road,Tan Tock Seng Hospital,Tan Tock Seng Hospital,308433,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,0.0
985,0011i000001xnXM,Department of A&E,Moulmein Road,Tan Tock Seng Hospital,Tan Tock Seng Hospital,308433,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,0.0
986,0011i000001xnPk,Department of Endocrinology,Moulmein Road,Tan Tock Seng Hospital,Tan Tock Seng Hospital,308433,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,0.0
987,0011i000001xmcI,Department of ENT,Moulmein Road,Tan Tock Seng Hospital,Tan Tock Seng Hospital,308433,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,0.0
988,0011i000001xnTB,Department of ENT,Moulmein Road,Tan Tock Seng Hospital,Tan Tock Seng Hospital,308433,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,0.0
989,0011i000001xnNq,Department of General Medicine,Moulmein Road,Tan Tock Seng Hospital,Tan Tock Seng Hospital,308433,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,0.0
990,0011i000001xmck,Department of Geriatrics,Moulmein Road,Tan Tock Seng Hospital,Tan Tock Seng Hospital,308433,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,0.0
991,0011i000001xnRu,Department of Geriatrics,Moulmein Road,Tan Tock Seng Hospital,Tan Tock Seng Hospital,308433,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,0.0
992,0011i000001xmg4,Department of Neurology,Moulmein Road,Tan Tock Seng Hospital,Tan Tock Seng Hospital,308433,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,0.0
993,0011i000001xn7J,Department of Neurosurgeon,Moulmein Road,Tan Tock Seng Hospital,Tan Tock Seng Hospital,308433,"[""establishment"",""health"",""hospital"",""point_of_interest""]",Tan Tock Seng Hospital,"11 Jln Tan Tock Seng, Singapore 308433",308433,1.3213889,103.8458333,0.0
