Name,Veeva ID,Parent HCO Account,Address line 1,Address line 2,Address line 3,Postal Code
Dept of General Medicine,0011i000001xnSp,,Moulmein Road,Tan Tock Seng Hospital,,308433
Dept of General Surgery,0011i000001xmof,,Moulmein Road,Tan Tock Seng Hospital,,308433
Dept of General Surgery,0011i000001xmu4,,Moulmein Road,Tan Tock Seng Hospital,,308433
Dept of General Surgery,0011i000001xnRW,,Moulmein Road,Tan Tock Seng Hospital,,308433
Dept of General Surgery,0011i000001xmth,,Moulmein Road,Tan Tock Seng Hospital,,308433
Dept of General Surgery,0011i000001xmuJ,,Moulmein Road,Tan Tock Seng Hospital,,308433
Dept of General Surgery,0011i000001xn4k,,Moulmein Road,Tan Tock Seng Hospital,,308433
Dept of General Surgery,0011i000001xnUA,,Moulmein Road,Tan Tock Seng Hospital,,308433
Dept of General Surgery,0011i000001xn44,,Moulmein Road,Tan Tock Seng Hospital,,308433
Dept of General Surgery,0011i000001xnKu,,Moulmein Road,Tan Tock Seng Hospital,,308433
Dept of General Surgery,0011i000001xmcH,,Moulmein Road,Tan Tock Seng Hospital,,308433
Dept of General Surgery,0011i000001xnLb,,Moulmein Road,Tan Tock Seng Hospital,,308433
Dept of General Surgery,0011i000001xnUr,,Moulmein Road,Tan Tock Seng Hospital,,308433
Dept of Geriatric Medicine,0011i000001xmg0,,Moulmein Road,Tan Tock Seng Hospital,,308433
Dept of Neurosurgery,0011i000001xmjw,,Moulmein Road,Tan Tock Seng Hospital,,308433
Dept of Rehabilitation,0011i000001xmrB,,Moulmein Road,Tan Tock Seng Hospital,,308433
Dept of Rheumatology & Immunology,0011i000001xnUs,,Moulmein Road,Tan Tock Seng Hospital,,308433
Dept of Rheumatology & Immunology,0011i000001xnXm,,Moulmein Road,Tan Tock Seng Hospital,,308433
National Neuroscience Institute,0011i000001xmlr,,Department of Neurology,Moulmein Road,,308433
National Neuroscience Institute,0011i000001xmuE,,Department of Neurology,Moulmein Road,,308433
National Neuroscience Institute,0011i000001xnPa,,Department of Neurology,Moulmein Road,,308433
National Neuroscience Institute,0011i000001xmbC,,Department of Neurology,Moulmein Road,,308433
National Neuroscience Institute,0011i000001xmod,,Department of Neurology,Moulmein Road,,308433
National Neuroscience Institute,0011i000001xmit,,Department of Neurology,Moulmein Road,,308433
National Neuroscience Institute,0011i000001xnSi,,Department of Neurology,Moulmein Road,,308433
National Neuroscience Institute,0011i000001xnXz,,Department of Neurology,Moulmein Road,,308433
National Neuroscience Institute,0011i000001xnXB,,Department of Neurology,Moulmein Road,,308433
National Neuroscience Institute,0011i000001xn5M,,Moulmein Road,,,308433
Pharmacy Department,0011i000001xnNO,,11 Jln Tan Tock Seng Hospital,National Health Grp Pharmacy,,308433
Pharmacy Department,0011i000001xnTE,,Moulmein Road,Tan Tock Seng Hospital,,308433
Tan Tock Seng Hospital,0011i000001xnVL,,Tan Tock Seng Hospital,11 Jalan Tan Tock Seng,,308433
Tan Tock Seng Hospital,0011i000001xnY9,,10 Jalan Tan Tock Seng,Hospice Care Association,,308433
Tan Tock Seng Hospital,0011i000001xmgk,,TTSH Health Enrichment Centre,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnb3,,Department of Orthopaedics Surgery,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xmoc,,Department of General Surgery,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnJu,,Department of ENT,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnM3,,Department of Neurology,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnQZ,,Department of Geriatric Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnaV,,Department of A&E,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnMY,,Department of ENT,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnVL,,Department of Cardiology,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnVL,,Department of Endocrinology,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xmgx,,Moulmein Road,Purcahsing Department,,308433
Tan Tock Seng Hospital,0011i000001xmrx,,Moulmein Road,Tan Tock Seng Hospital,,308433
Tan Tock Seng Hospital,0011i000001xmhH,,Moulmein Road,Tan Tock Seng Hospital,,308433
Tan Tock Seng Hospital,0011i000001xmcu,,Department of Geriatric Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xmdM,,Department of Geriatric Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xmnu,,"Rheumatology,Allergy & Immunology",Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xmoy,,Department of Rehab Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xmqr,,Department of Rehab,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xmtg,,Department of Geriatric,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xn40,,Department of Opthalmology,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnIi,,Depatment of General Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnNc,,Department of Neurology,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnUe,,Department of General Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnYB,,Department of Respiratory Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnYM,,Department of ENT,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnZN,,Department of ENT,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xmk4,,Department of ENT,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xn3Q,,Department of Respiratory Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xn3t,,Department of Infectious Disease,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xn4h,,Department of ENT,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnFm,,Department of Geriatric,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnXS,,Department of Respiratory Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnaU,,Department of Geriatric Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnb2,,Department of Orthopaedics Surgery,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xmsX,,Department of General Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xmsm,,Department of Cardiology,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnFH,,Department of Orthopaedic,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnIv,,General Medicine Department,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnSm,,Department of Colorectal Surgery,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnXg,,Department of General Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnXt,,Department of Rehab Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xmbQ,,Department of ENT,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xmdh,,Department of Infectious Disease,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xmje,,Department of ENT,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xmkM,,Department of General Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xmop,,Department of ENT,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xmpg,,Department of Geriatric,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xmrE,,Department of Geriatric Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xmrz,,Departmnet of ENT,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xn0d,,Department of Orthopaedic,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xn3s,,Department of Geriatric Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xn4K,,Department of General Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xn4r,,Department of General Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnI2,,Moulmein Road,,,308433
Tan Tock Seng Hospital,0011i000001xnMz,,Department of Cardiology,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnVL,,Department of Endocrinology,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnVL,,Department of General Medicine,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnVL,,Department Of Cardiology,Moulmein Road,,308433
Tan Tock Seng Hospital,0011i000001xnXb,,Department of ENT,Moulmein Road,,308433
Tan Tock Seng Hospital Pharmacy,0011i000001xn11,,Moulmein Road,,,308433
Koh's Clinic,0011i000001xn8l,,Blk 8 Toa Payoh Lorong 7,#01-301,,310008
Kim Mun Clinic,0011i000001xmmr,,Blk 66 Toa Payoh Lor 6,#01-319,,310064
Jireh Medical Clinic,0011i000001xnda,,Blk 70 Toa Payoh Lorong 4,#01-335,,310070
Make-Well Family Clinic & Surgery,0011i000001xmbn,,Blk 70 Toa Payoh Lorong 4,#01-351,,310070
Ong Clinic,0011i000001xndG,,Blk 83 Toa Payoh Lorong 2,#01-455,,310083
Diana's Family Clinic,0011i000001xnMf,,Blk 94 Toa Payoh Lorong 4,#01-24,,310094
Camry Medical Centre,0011i000001xn5H,,Blk 95 Toa Payoh Lorong 4,#01-66,,310095
Camry Medical Centre,0011i000001xmd2,,95 Lorong 4 Toa Payoh,#01-66,,310095
The Family Clinic @ Towner,0011i000001xmlv,,Blk 101 Towner Road,#01-202,,310101
E J Family Clinic,0011i000001xndL,,Blk 109 Toa Payoh Lorong 1,#01-314,,310109
EJ Family Clinic,0011i000001xnWB,,Blk 109 Toa Payoh Lorong 1,#01-314,,310109
Healthcare Medical Centre,0011i000001xmz5,,Blk 109 Toa Payoh Lorong 1,#01-312,,310109
Chaim Clinic,0011i000001xmuv,,Blk 111 Toa Payoh Lorong 1,#01-350,,310111
AM PM Family Clinic & Surgery,0011i000001xnBw,,Block 123 Toa Payoh Lorong 1,#01-521,,310123
Dr Jeremy CHan Medical Clinic,0011i000001xnIu,,Blk 123 Toa Payoh Lorong 1,#01-493,,310123
Braddell Family Clinic,0011i00000FF6yJ,,Braddell Family Clinic,124 Lorong 1 Toa Payoh #01-489,,310124
C K Tan Family Clinic & Surgery,0011i000001xnDE,,Blk 125 Toa Payoh Lorong 1,#01-537,,310125
Dr Chan & Tang Family Clinic,0011i000001xnbw,,125 Toa Payoh Lorong 1,#01-549,,310125
E Medical Clinic & Surgery,0011i000001xn9S,,Blk 126 Toa Payoh Lor 1,#01-567,,310126
Mediview Clinic & Surgery,0011i000001xmoT,,Blk 150 Toa Payoh Lorong 1,#01-999,,310150
Healthway Medical Group,0011i000001xmj7,,163 Toa Payoh Lorong 1,#01-1012/1014,,310163
Picton Medical Centre,0011i000001xnBM,,Blk 163 Toa Payoh Lorong 1,#01-1014,,310163
Healthway Medical Group,0011i000001xnRr,,Blk 177 Toa Payoh Central,#01-130,,310177
Shenton Medical Group,0011i000001xnGC,,Blk 177 Toa Payoh Central,#01-138,,310177
Universal Peace Clinic,0011i000001xnDD,,Blk 177 Toa Payoh Central,#01-130,,310177
YS Teo Family Clinic & Surgery,0011i000001xnMB,,Blk 177 Toa Payoh Central,#01-150,,310177
Unihealth 24-Hr Clinic (Toa Payoh),0011i00000tWN9p,,178 Toa Payoh Central,#01-218,,310178
Doctors INC Medical Group,0011i000001xmh4,,Blk 190 Toa Payoh Lorong 6,#01-590,,310190
Doctors INC Medical Group,0011i000001xmkT,,Blk 190 Toa Payoh Lorong 6,#01-590,,310190
Toa Payoh North Clinic & Surgery,0011i000001xnbv,,Blk 203 Toa Payoh North,#01-1111,,310203
Faith Clinic (Toa Payoh),0011i000001xmls,,Blk 211 Lorong 8 Toa Payoh,#01-19,,310211
Temasek Medical Clinic,0011i000001xnDM,,Blk 212 Toa Payoh Lorong 8,#01-41,,310212
Mei Ling Clinic,0011i000001xmuf,,Blk 500 Toa Payoh,#04-33 Bis One HDB Hub,,310500
Mei Ling Clinic,0011i000001xnCI,,Blk 500 Toa Payoh Lorong 6,#04-33 Biz One HDB,,310500
Mei Ling CLinic,0011i000001xnMs,,Blk 500 Toa Payoh Lorong 6,#04-33 Biz One HDB HUB,,310500
Familycare Clinic And Surgery,0011i000001xmfI,,Blk 85C Toa Payoh Lorong 4,#01-380,,313085
My Family Clinic,0011i000001xn7l,,Blk 790 Toa Payoh Central,#01-53,,314079
Parkway Shenton Pte Ltd,0011i000001xmsF,,1000 Toa Payoh North,Annex Block 3nd Floor,,318994
2003 Lor 8 Toa Payoh,0011i000001xmrD,,2003 Lor 8 Toa Payoh,Toa Payoh Polyclinic,,319260
Toa Payoh Polyclinic,0011i000001xn0B,,2003 Toa Payoh Lorong 8,,,319260
Toa Payoh Polyclinic,0011i000001xnGV,,2003 Toa Payoh Lorong 8,,,319260
Toa Payoh Polyclinic,0011i000001xnZ1,,2003 Toa Payoh Lorong 8,,,319260
Toa Payoh Polyclinic,0011i000001xn0C,,2003 Toa Payoh Lorong 8,,,319260
Toa Payoh Polyclinic,0011i000001xnIw,,2003 Toa Payoh Lorong 8,,,319260
Toa Payoh Polyclinic,0011i000001xn0D,,2003 Toa Payoh Lorong 8,,,319260
Toa Payoh Polyclinic,0011i000001xnAN,,2003 Toa Payoh Lorong 8,,,319260
Toa Payoh Polyclinic,0011i000001xnGW,,2003 Toa Payoh Lorong 8,,,319260
St George's Clinic & Surgery,0011i000001xnBI,,Blk 3 St George's Road,#01-105,,320003
President Medical Clinic,0011i000001xn5z,,74 Whampoa Drive,#01-338,,320074
P.N. Yeo Clinic,0011i000001xmqM,,Blk 87 Whampoa Drive,#01-869,,320087
Wee's Family Clinic & Surgery,0011i000001xmp9,,Blk 88 Whampoa Drive,#01-865,,320088
Whampoa Clinic,0011i000001xn6v,,Blk 88 Whampoa Drive,#01-863,,320088
The Family Clinic @ Towner,0011i000001xn8X,,Blk 101 Towner Road,#01-202,,322010
18 Clinic,0011i000001xmbz,,Blk 101 Towner Road,#01-228,,322101
18 Clinic,0011i000001xnQ4,,Block 101 Towner Road,#01-228,,322101
18 Clinic,0011i000001xndQ,,Blk 101 Towner Road,#01-228,,322101
Tan-Teoh Clinic & Surgery,0011i000001xn2h,,101 Towner Road,#01-216,,322101
Tan-Teoh Clinic & Surgery,0011i000001xmfN,,Blk 101 Towner Road,#01-216,,322101
Looi Surgery,0011i000001xmpV,,Blk 102 Towner Road,#01-254,,322102
Trans-Island Medical Group,0011i000001xn1b,,102 Towner Road,#01-272,,322102
My Family Clinic,0011i000002Id76,,2 St George's Road,,,328023
Desmond Wai Liver & Gastrointestinal Disease Ctr,0011i000001xmmO,,38 Irrawaddy Road #06-35,Mt Elizabeth Novena Specialist Ctr,,329513
Age-Link Specialist Clinic For Older Persons,0011i000001xnP1,,38 Irrawaddy Road #06-21,Mt Elizabeth Novena Hospital,,329563
Arden JR Surgery,0011i00000TWxbV,,38 Irrawaddy Road #08-32,Mount Elizabeth Novena specialist centre,,329563
Asian Heart & Vascular Centre,0011i000001xnFi,,38 Irrawaddy Road #08-58/63,Mt Elizabeth Novena Medical Centre,,329563
Bernard Lim Specialist Surgery,0011i000001xnYt,,28 Irrawaddy Road #08-52,Mt Elizabeth Novena Medical Specialist Ctr,,329563
"Colorectal Surgeons, Inc Pte Ltd",0011i000001xmyF,,Mt Elizabeth Novena Specialist Centre,33 Irrawaddy Road #06-30,,329563
Curie Oncology,0011i00000Xf145,,38 Irrawaddy Road #08-21,Mount Elizabeth Novena Medical Centre,,329563
CURIE Oncology,0011i00000Xf146,,"1 Farrer Park Station Road, #10-05/06/07","Farrer Park Medical Centre, Connexion",,329563
Elisa Koh Clinic & Surgery for Women,0011i000001xn0G,,38 Irrawaddy Road # #06-07,Mt Elizabeth Novena Specialist Centre,,329563
Eric Gan Surgery,0011i000001xmqU,,Mount Elizabeth Novena Med Ctr,38 Irrawady Road #06-55,,329563
Grammery Heart & Vascular Centre,0011i000001xmvW,,38 Irrawaddy Road #05-45,Mt Elizabeth Novena Specialist Ctr,,329563
Gutcare,0011i00000oVWY5,,Mount Elizabeth Novena 38 Irrawaddy Road,#10-58,,329563
Gutcare Digestive Liver Endoscopy Associates,0011i000001xn0F,,38 Irrawaddy Road #01-58,Mt E Novena Specialist Centre,,329563
Icon Cancer Centre,0011i00000tXmf7,,#06-24/25/36 Mt Elizabeth Novena Specialist Centre,38 Irrawaddy Road Singapore 329563,,329563
Icon Cancer CTRE,0011i00000Xf141,,38 Irrawaddy Road #06-24/15/36,Mount Elizabeth Novena Specialist Ctr,,329563
Immanuel Ctr for Internal Medicine,0011i000001xmf9,,Mt Elizabeth Novena Spec Ctr,38 Irrawaddy Road #09-38,,329563
Jason Lim Endoscopy & Surgery,0011i00000FH4AI,,38 Irrawaddy Road,#05-49,,329563
Jireh Heart Centre,0011i000001xn9U,,38 Irrawaddy Road #06-63,Mount Elizabeth Novena Specialist Centre,,329563
Julian Ong Endoscopy & Surgery,0011i000001xmi1,,33 Irrawaddy Road #05-49,Mt Elizabeth Novena Specialist Ctr,,329563
K K Tang Adult and Paediatric Neuro,0011i000001xmez,,38 Irrawaddy Road #10-28,Mt Elizabeth Novena Spec Ctr,,329563
Leslie Tay,0011i000006Wars,,38 Irrawaddy Road #08-51,Mount Elizabeth Novena Specialist Centre,,329563
Leslie Tay Heart Specialist,0011i000006WatA,,38 Irrawaddy Road #08-51,Mount Elizabeth Novena Specialist Centre,,329563
Life Spine & Orthopaedics,0011i000001xmui,,38 Irrawaddy Road #08-41,Mt Elizabeth Novena Spec Med Ctr,,329563
Maven Surgery,0011i000001xncB,,38 Irrawaddy Road #07-49,Mount Elizabeth Novena Specialist Centre,,329563
Novena Cancer Centre,0011i000001xmfJ,,Mt Elizabeth Novena Spec Ctr,38 Irrawaddy Road #09-41,,329563
Novena Heart Centre,0011i000001xnAj,,38 Irrawaddy Road #06-42,Mt Elizabeth Novena Specialist Centre,,329563
Novena Heart Centre,0011i000001xnAi,,38 Irrawaddy Road #07-58,Mt Elizabeth Novena Specialist Centre,,329563
OncoCare Cancer Centre,0011i00000Xf13u,,"38 Irrawaddy Road, #09-59/60/61/62/63",Mount Elizabeth Novena Specialist Ctr,,329563
OncoCare Cancer CentrE,0011i00000Xf13w,,820 Thomson Road #08-53,Medical Centre D Mount Alvernia Hospital,,329563
OncoCare Women's Cancer Clinic,0011i00000Xf13t,,38 Irrawaddy Road #06-22/23,Mount Elizabeth Novena Specialist Ctr,,329563
Paediatric & Sports Orthopaedic Surgery,0011i000001xmlJ,,Mt Elizabeth Novena Specialist Centre,38 Irrawady Road #08-31,,329563
PanAsia Surgery Pte Ltd,0011i000001xmz7,,38 Irrawaddy Road #10-43/44,Mt Elizabeth Novena Medical Specialist,,329563
PanAsia Surgery Pte Ltd,0011i000001xmz6,,38 Irrawaddy Road #10-43/44,Mt Elizabeth Novena Medical Specialists,,329563
SMG Diabetes Thyroid & Endocrine Clinic,0011i000001xnAl,,38 Irrawaddy Road #05-34/35,,,329563
Sozo Cardiology,0011i000001xnKb,,38 Irrawaddy Road #06-39,Mount Elizabeth Novena Specialist Ctr,,329563
The Chest & Internal Medicine Clinic,0011i000001xmsg,,Mount Elizabeth Novena Specialist Centre,38 Irrawaddy Road #10-25,,329563
The Colorectal Clinic Associates,0011i000001xnWA,,38 Irrawaddy Road #10-48,Mt Elizabeth Novena Spec Ctr,,329563
The Endocrine Clinic,0011i000001xn8n,,38 Irrawaddy Road #08-55/56/57,Mt Elizabeth Novena Spec Ctr,,329563
TSP Clinics Pte Ltd,0011i000001xnHH,,38 Irrawaddy Road #04-27/28,Mt Elizabeth Novena Spec Ctr,,329563
Vascular Interventional Centre,0011i000001xmyh,,Mt Elizabeth Specialist Centre,38 Irrawaddy Road #07-38,,329563
"Yim Gastroenterology, Liver  Endoscopy Ctr",0011i000001xn0x,,Mt Elizabeth Novena Specialist Centre,38 Irrawady Road #07-39,,329563
Dr Lim Lean Huat & Associates Pte Ltd,0011i000001xnCC,,101 Irrawaddy Road,#21-04/05,Royal Square at Novena,329565
Adult & Child Psychological Wellness Ctr,0011i000001xn3x,,101 Irrawaddy Road #13-05,Royal Square Novena,,329565
Aeromedical & Emotional Wellness,0011i000001xncN,,101 Irrawaddy Road #21-03,Royal Square Medical Suites,,329565
The Psychological Wellness Centre,0011i000001xnQG,,101 Irrawady Road #13-07,Royal Square Medical Suites,,329565
Yeo Neurological & Clinical Neurphysiology,0011i000001xnAh,,101 Irrawaddy Road #13-06,Royal Square @ Novena,,329565
Providence Clinic @ Balestier,0011i000002Id77,,400 Balestier Road #01-45,Balestier Plza,,329802
Rakyat Clinic,0011i000001xnZn,,573 Balestier Road,,,329888
Rakyat Clinic,0011i000001xnBY,,573 Balestier Road,,,329888
Dialysis Centre-Youngberg,0011i000001xn9W,,Blk 24 Whampoa West,#01-47,,330034
Pariqua Clinic,0011i000001xnKy,,Blk 47 Bendemeer Road,#01-1463,,330047
Low Medical Clinic,0011i000001xncj,,67 Kallang Bahru,#01-447,,330067
The Clinic @ Asperia,0011i000001xmzX,,Blk 12 Kallang Avenue,#03-15,,339511
Parkway Shenton Pte Ltd,0011i000001xn9t,,20 Bendemeer Road,#01-02/06 Cyberhub Building,,339914
Parkway Shenton Pte Ltd,0011i000001xmlL,,20 Bendemeer Road,#01-02/06 Cyberhub Building,,339914
Northeast Health International,0011i000001xnKY,,994 Bendemmer Road,#06-09B Central,,339943
Neo Medical Centre,0011i000001xnZq,,Block 120 Potong Pasir Avenue 1,#01-818,,350120
Goh Medical Clinic,0011i000001xnCe,,136 Potong Pasir Ave 3,#01-164,,350136
Ban Kok Clinic & Surgery,0011i000001xnDB,,146 Potong Pasir Ave 1,#01-141,,350146
Potong Pasir Medical Clinic,0011i000001xmsp,,Blk 148 Potong Pasir Avenue 1,#01-55,,350148
The Family Practice,0011i000001xmpn,,148 Potong Pasir Ave 1,#01-33,,350148
YSL Aljunied Clinic & Surgery,0011i000001xnR5,,Blk 5 Upper Aljunied Lane,#01-42,,360005
YSL Aljunied Clinic & Surgery,0011i000001xncG,,Blk 5 Upper Aljunied Lane,#01-42,,360005
Chin Choo Clinic,0011i000001xnC2,,35 Circuit Road,#01-430,,370035
Ho Tong Clinic,0011i000001xnRp,,Block 35 Circuit Road,#01-448,,370035
Lifecare Medical Centre,0011i000001xmn7,,36 Circuit Road,#01-416,,370036
Hosanna Medical Centre,0011i000001xmqP,,Block 51 Circuit Road,#01-797,,370051
Teh's Clinic & Surgery,0011i000001xmqb,,Blk 64 Circuit Road,#01-339,,370064
Lee & Tan Family Clinic & Surgery,0011i000001xnBP,,Blk 72 Circuit Road,#01-03,,370072
Macpherson Medical Clinic,0011i000001xndX,,78 Circuit Road,#01-488,,370078
Boon Keng Clinic & Surgery,0011i000001xnWa,,Blk 11 Upper Boon Keng Road,#01-919,,380011
Geylang Bahru Clinic,0011i000001xnBm,,Block 16 Upper Boon Keng Road,#01-1093,,380016
Ko Family Clinic,0011i000001xnAD,,18 Upper Boon Keng Road,#01-1133,,380018
Loh's Clinic,0011i000001xnZx,,Blk 45 Sim's Drive,#01-166,,380045
TJ Medical Clinic & Surgery,0011i000001xndI,,48 Sims Place,#01-167,,380048
TJ Medical Clinic & Surgery,0011i000001xnNh,,Blk 48 Sims Place,#01-167,,380048
Sims Drive Medical Clinic,0011i000001xmcP,,Blk 53 Sims Place,#01-174,,380053
Sims Drive Medical Clinic,0011i000001xn18,,Blk 53 Sims Place,#01-*174,,380053
Sims Drive Medical Clinic,0011i000001xmcP,,Blk 53 Sims Place,#01-174,,380053
ST Medical Services Pte Ltd,0011i000001xnTw,,Blk 95 Aljunied Crescent,#01-521,,380095
Chuah Clinic & Surgery,0011i000001xmv0,,Block 113 Aljunied Crescent Avenue 2,#01-19,,380113
The Women's Specialist,0011i000001xnQP,,Blk 113 Aljunied Ave 2,#01-21 Geylang East Town Centre,,380113
The Medical & Aesthetic Clinic,0011i000001xn9s,,270 Sims Avenue,,,387514
The Medical & Aesthetic Clinic,0011i000001xnCV,,260 Sims Avenue,,,387514
Anteh Dispensary,0011i000001xnYR,,(C/o Anteh Dispensary Pte Ltd),368 Geylang Road,,389381
Xinhuo Medical Clinic,0011i000001xnUb,,329 Geylang Road,,,389384
Tay Clinic,0011i000001xmmW,,494 Geylang Road,,,389452
Tham Dispensary,0011i000001xmfY,,580 Geylang Road,,,389472
21 Geylang East Central,0011i000001xn29,,21 Geylang East Central,Geylang Polyclinic,,389707
21 Geylang East Central,0011i000001xnSK,,21 Geylang East Central,Geylang Polyclinic,,389707
21 Geylang East Central,0011i000001xmnm,,21 Geylang East Central,Geylang Polyclinic,,389707
21 Geylang East Central,0011i000001xmuL,,21 Geylang East Central,Geylang Polyclinic,,389707
Geylang Polyclinic,0011i000001xnIq,,21 Geylang East Central,,,389707
Geylang Polyclinic,0011i000001xmzq,,21 Geylang East Central,,,389707
Geylang Polyclinic,0011i000001xnJI,,21 Geylang East Central,,,389707
Geylang Polyclinic,0011i000001xnPt,,21 Geylang East Central,,,389707
Geylang Polyclinic,0011i000001xn4v,,21 Geylang East Central,,,389707
Geylang Polyclinic,0011i000001xnJH,,21 Geylang East Central,,,389707
Geylang Polyclinic,0011i000001xnKF,,21 Geylang East Central,,,389707
Geylang Polyclinic,0011i000001xnLj,,Pharmacy Department,21 Geylang East Central,,389707
Geylang Polyclinic,0011i000001xnSI,,21 Geylang East Central,,,389707
Geylang Polyclinic,0011i000001xnVi,,21 Geylang East Central,,,389707
Choong's Clinic,0011i000001xnN7,,Block 21 Old Airport Road,#01-97,,390021
Cassia Clinic & Surgery,0011i000001xnXl,,34 Cassia Crescent,#01-76,,390034
Cassia Medical Centre,0011i000001xnNi,,34 Cassia Crescent,#01-76,,390034
Healthwise Medical Clinic & Surg,0011i000001xnZf,,41 Jalan Tiga,#01-07,,390041
Eunos Clinic,0011i000001xnBx,,8 Eunos Crescent,#01-2667,,400008
Advance Clinic & Surgery,0011i000001xnTC,,Blk 301 Ubi Ave 1,#01-269,,400301
Caritas Clinic,0011i000001xmgq,,304 Ubi Avenue 1,#01-127,,400304
Frontier Healthcare Ubi,0011i000001xn8c,,Blk 304 Ubi Avenue 1,#01-87,,400304
Ubi Family Clinic & Surgery,0011i000001xmel,,305 Ubi Ave 1,#01-167,,400305
Ubi Medical Clinic,0011i000001xnES,,Blk 305 Ubi Avenue 1,#01-165,,400305
Ubi Medical Clinic,0011i000001xnPO,,Blk 305 Ubi Ave 1,#01-165,,400305
Quah Medical Clinic,0011i000001xnVv,,Blk 325 Ubi Avenue 1,#01-701,,400325
Galilee Clinic,0011i000001xmwd,,342 Ubi Avenue 1,#01-935,,400342
Lua Clinic & Surgery,0011i000001xncn,,Blk 350 Ubi Ave 1,#01-941,,400350
Changi Clinic,0011i000001xnWN,,Blk 848 Sims Avenue,#01-734 Eunosville,,400848
Crescent Clinic & Dental Surgery,0011i000001xn8y,,Blk 1A Eunos Crescent,#01-2473,,401001
Neoh & Ong Medical Clinic,0011i000001xmwZ,,Blk 2A Eunos Crescent,#01-2447,,401002
Neoh & Ong Medical Clinic,0011i000001xndU,,Blk 2A Eunos Crescent,#01-2447,,401002
Phoenix Medical Group Paya Lebar,0011i00000C7N8i,,60 Paya Lebar Rd,#02-09,,409051
EC Family Clinic Pte Ltd,0011i000001xmhb,,30 Eunos Crescent,#01-17/18 Eunos MRT Station,,409423
Healthway Medical (Lengkong Tiga),0011i000001xnJF,,Blk 110 Lengkong Tiga,#01-231,,410110
Healthway Medical Clinic,0011i000001xmfw,,Blk 110 Lengkong Tiga,#01-231,,410110
Alliance Clinic & Partners,0011i000001xnCx,,Blk 652 Jalan Tenaga,#01-50,,410652
