shipToCode,name,address1,address2,city,postalCode
201553,ROYAL MEDICAL CTR- DR MARY ANN PHIPPS,BLOCK 111 WOODLANDS ST 13,#01-84,SINGAPORE,730111
201556,CHEONG CHEST & MEDICAL CLINIC-DR CHEONG TUCK HONG,3 MOUNT ELIZABETH,#10-08 MOUNT ELIZABETH MEDICAL CENT,SINGAPORE,228510
201562,HEALTHWAY MEDICAL GROUP PTE LTD,BLOCK 625 ELIAS RD.,#01-322 ELIAS MALL,SINGAPORE,510625
201564,KOO CARDIAC CLINIC- DR KOO CHEE CHOONG,6 NAPIER RD.,#02-15 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
201569,"TSENG,LIAUW & CHUA CLINIC MGT P/L DR PAUL TSENG",DR PAUL TSENG,THOMSON MEDICAL CTR,SINGAPORE,307677
201581,K N CHIN & ASSOCIATES P/L- DR PETER TANG,24 RAFFLES PLACE,#02-18 CLIFFORD CTR.,SINGAPORE,048621
201585,PANDAN CLINIC P/L- DR TAN WAH SAN,BLOCK 415 PANDAN GARDENS RD.,#01-115,SINGAPORE,600415
201599,ASIAN AMERICAN LIVER CENTRE PTE LTD,6A NAPIER RD. (ANNEXE BLOCK),#02-37 GLENEAGLES HOSPITAL,SINGAPORE,258500
201619,MEL & PARTNERS DRS- DR MELVIN GOH BAN CHENG,1Ï¿½SCOTTSÏ¿½ROAD,#17-12 SHAW CENTRE,SINGAPORE,228208
201625,ORTHOPEADIC PRACTICE P/L- DR TEH PENG HOOI,319 JOO CHIAT PLACE,#02-03 PARKWAY EAST MEDICAL CENTRE,SINGAPORE,427989
201636,CARDIOLOGY CLINIC P/L- DR RICHARD NG ANG LEE,3 MOUNT ELIZABETH,#17-06 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
201637,IN SURGERY- DR IMRAN NAWAZ,319 JOO CHIAT PLACE,#03-03 PARKWAY EAST MEDICAL CTR.,SINGAPORE,427989
201639,LIFELINK 24 HOURS CLINIC & SURGERY,BLOCK 153 SERANGOON NORTH AVE 1,#01-534,SINGAPORE,550153
201649,AMPM FAMILY CLINIC & SURGERY P/L- DR LAU BOON,BLOCK 123 LORONG 1 TOA PAYOH,#01-521,SINGAPORE,310123
201653,K.B. TAN CLINIC & SURGERY- DR TAN KOK BENG,BLOCK 625 ELIAS RD.,#01-310,SINGAPORE,510625
201659,"EAR,NOSE,THROAT,SINUS & DIZZINESS CTR- DR KK LOH",3 MOUNT ELIZABETH,#13-11 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
201666,PARKWAY SHENTON PTE LTD C/O SHENTON MEDICAL GROUP,10 ANSON RD.,#36-08/09/10 INTERNATIONAL PLAZA,SINGAPORE,079903
201671,RAFFLES MEDICAL GROUP LTD,6 RAFFLES BOULEVARD,#01-212 MARINA SQUARE,SINGAPORE,039594
201675,RAFFLES MEDICAL GROUP LTD,PASSENGER TERMINAL 2,#B16-025/026,SINGAPORE,819643
201677,RAFFLES MEDICAL GROUP LTD,391B ORCHARD RD.,#08-06 NGEE ANN CITY TOWER B,SINGAPORE,238874
201679,RAFFLES MEDICAL GROUP LTD,BLOCK 283 BISHAN ST. 22,#01-177,SINGAPORE,570283
201680,RAFFLES MEDICAL GROUP LTD,51 ANSON RD.,#01-51 ANSON CTR.,SINGAPORE,079904
201681,RAFFLES MEDICAL GROUP LTD,55 SIGLAP RD.,#02-11/12 SIGLAP CTR.,SINGAPORE,455871
201688,WU MEDICAL CLINIC P/L- DR AKIRA WU YIK TIAN,3 MOUNT ELIZABETH,#16-12 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
201689,THE OBSTETRICS & GYNAECOLOGY PRACTICE C/O GYNOS PT,3 MOUNT ELIZABETH,#13-13 MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
201690,LIFELINE BISHAN MEDICAL CLINIC P/L-DR GOH MING,BLOCK 501 BISHAN ST. 11,#01-376,SINGAPORE,570501
201700,HAMID FAMILY CLINIC & SURGERY- DR HAMID BIN AHMAD,BLOCK 156 PASIR RIS ST. 13,#01-35 ( ALL ORDER USE CORP-C),SINGAPORE,510156
201708,GREEN CROSS MEDICAL CTR. PTE.LTD,BLOCK 824 TAMPINES ST. 81,#01-30,SINGAPORE,520824
201722,RAFFLES MEDICAL GROUP LTD,930 YISHUN AVENUE 2,#B1-54/55 NORTHPOINT SHOPPING CENTR,SINGAPORE,769098
201724,HK HO WOMEN & FERTILITY CLINIC- DR HO HON KWOK,820 THOMSON RD.,#02-06/07 MT ALVERNIA MEDICAL CTR.,SINGAPORE,574623
201742,K N CHIN & ASSOCIATES P/L- DR MICHEL FOO S N,3 TEMASEK BOULEVARD,#02-400 SUNTEC CITY MALL SINGAPORE,SINGAPORE,038983
201743,ACUMED MEDICAL PTE LTD,7 PIONEER RD. NORTH,#01-40,SINGAPORE,628459
201748,MEDIHEALTH BISHAN CLINIC & SURGERY CLINIC- DR NG S,BLOCK 121 BISHAN ST 12,#01-95,SINGAPORE,570121
201750,BETHESDA MEDICAL CTR P/L- DR STEPHEN TONG,3 TEMASEK BOULEVARD,#B1-124 SUNTEC CITY MALL,SINGAPORE,038983
201754,JO-LIN PTE LTD-DR JOSEPHINE LEE C/O JO-LIN FAMILY,BLOCK 533 CHOA CHU KANG ST. 51,#01-29 LIMBANG SHOPPING CENTRE,SINGAPORE,680533
201758,RAFFLES MEDICAL GROUP LTD,BLOCK 722 ANG MO KIO AVENUE 8,#01-2825,SINGAPORE,560722
201768,YOONG FAMILY CLINIC & SURGERY C/O CORAL MEDICAL PT,BLK 333 TAMPINES STREET 32 #01-536,#01-536,SINGAPORE,520333
201771,JAMES LEE ORTHOPAEDIC SURG P/L- DR JAMES LEE,6 NAPIER RD.,#09-15 GLENEAGLES MEDICAL CENTRE,SINGAPORE,258499
201775,PREMIER HEALTHCARE CLINIC & SURGERY-DR WONG JANSEN,BLOCK 376 BUKIT BATOK ST. 31,#01-106,SINGAPORE,650376
201780,ONELIFE FAMILY CLINIC-DR VINCENT CHOW,BLOCK 534 CHOA CHU KANG ST. 51,#01-41,SINGAPORE,680534
201782,CLIFFORD FAMILY CLINIC- DR TONG CHUAN HONG,BLOCK 531 ANG MO KIO AVENUE 10,#01-2447,SINGAPORE,560531
201784,RAFFLES MEDICAL GRP LTD- FAMILY MEDICINE CTR,585 NORTH BRIDGE RD.,LEVEL 1 RAFFLES HOSPITAL,SINGAPORE,188770
201786,HEALTHWAY MEDICAL GROUP PTE LTD DR LING YEE KIANG,BLOCK 534 CHOA CHU KANG ST. 51,#01-37,SINGAPORE,680534
201788,SBCC CLINIC PTE LTD,820 THOMSON RD.,#01-01/02 MOUNT ALVERNIA MEDICAL CENTRE,SINGAPORE,574623
201796,PARKWAY SHENTON P/L- ACCIDENT & EMERGENCY,24-HOUR WALK-IN CLINIC,6A NAPIER ROAD GLENEAGLES HOSPITAL,SINGAPORE,258499
201799,LP CLINIC PTE LTD - DR SIM LI PING,3 MOUNT ELIZABETH,#05-01 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
201802,LEE & KOH FAMILY CLINIC- DR KAREN LEE,BLOCK 359 BUKIT BATOK ST. 31,#01-389,SINGAPORE,650359
201804,LIM COUNTRY CLINIC- DR ANGELA LIM KA PHECK,BLOCK 208 HOUGANG ST. 21,#01-207,SINGAPORE,530208
201806,TOH GUAN FAMILY CLINIC- DR PAUL HANGCHI,BLOCK 267A TOH GUAN RD.,#01-02,SINGAPORE,601267
201808,RAFFLES MEDICAL GROUP LTD,BLOCK 202 BEDOK NORTH ST 1,#01-489,SINGAPORE,460202
201810,DR CHAN & TANG FAMILY CLINIC-DR CHAN MING JONATHAN,BLOCK 125 LORONG 1 TOA PAYOH,#01-549,SINGAPORE,310125
201814,CHEE HEART SPECIALISTS CL P L- DR CHEE TEK SIONG,319 JOO CHIAT PLACE,#04-02 PARKWAY EAST MEDICAL CTR.,SINGAPORE,427989
201819,SEASONS CLINIC - DR TAN MING CHUN,BLOCK 844 TAMPINES ST. 82,#01-139,SINGAPORE,520844
201820,ROLAND CHONG GASTROENTEROLOGY & MED CLINIC P/L,6 NAPIER RD.,#09-14 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
201825,RAFFLES MEDICAL GROUP LTD,BLOCK 446 CLEMENTI AVENUE 3,#01-89,SINGAPORE,120446
201828,RAFFLES MEDICAL GROUP LTD,BLOCK 259 PASIR RIS ST. 21,#04-311 LOYANG POINT,SINGAPORE,518970
201829,MILLENNIUM MEDICAL GROUP- DR LEONG YAN HOI,BLOCK 849 WOODLANDS ST 82,#01-215,SINGAPORE,730849
201843,HEALTH PARTNERS MEDICAL CLINIC (SIGLAP)DR HO JEE,UPPER EAST COAST RD.,CRESCENDO BLDG.,SINGAPORE,455289
201844,"DRS KOO, FOK & ASSOCIATES P/L- DR FOK WAI YEE",BLOCK 4 KIAN TECK AVENUE,#02-01,SINGAPORE,629907
201863,ST HEALTHCARE PTE LTD C/O SINGAPORE AEROMEDICAL CE,AEROMEDICAL CENTRE,492 AIRPORT ROAD,SINGAPORE,539945
201880,PIDEMCO MEDICAL CTR PTE LTD DR HUI MENG TONG,BLOCK 156 YISHUN ST 11,#01-112,SINGAPORE,760156
201881,18 CLINIC P/L - DR TAN PIK YEE,BLOCK 101 TOWNER RD.,#01-228,SINGAPORE,322101
201883,SEACARE MARITIME MEDICAL CTR. P/L,100 TRAS ST.,#18-02/03 AMARA CORPORATE TOWER,SINGAPORE,079027
201885,UNIVERSAL MEDICAL CLINIC- DR LOW HUEY CHIN,BLOCK 164 BUKIT BATOK ST. 11,#01-144,SINGAPORE,650164
201886,LEONG KENG HONG ARTHRITIS & MED CL- DR K H LEONG,6 NAPIER RD.,#04-18 GLENEAGLES MEDICAL CENTRE,SINGAPORE,258499
201890,VICTORIA MEDICAL HOUSE- DR TAN RU YUH,BLOCK 888 WOODLANDS DRIVE 50,#02-739 (888 PLAZA),SINGAPORE,730888
201895,HL CLINIC-DR SABRINA LIM SEOK CHENG,BLOCK 9 TELOK BLANGAH CRESCENT,#01-135,SINGAPORE,090012
201904,BKT TIMAH FAMILY CL & SURG- DR ERNEST CHEE F F,897 BUKIT TIMAH RD.,,SINGAPORE,589617
201905,KHOO CLINIC & SURGERY- DR KHOO AH CHEW,998 UPPER SERANGOON RD.,,SINGAPORE,534737
201912,RAFFLES MEDICAL GROUP LTD,BLOCK 809 HOUGANG CENTRAL,#01-180,SINGAPORE,530809
201920,NEW HEALTH FAMILY CLINIC P/L-DR MABEL CHENG HONG,BLOCK 108 DEPOT RD.,#01-08,SINGAPORE,100112
201922,WELL MEDICAL & SURGERY- DR LOW CHOON KIAT PAUL,BLOCK 739 PASIR RIS DRIVE 10,#01-11,SINGAPORE,510739
201924,"DRS KOO, NEOH MEDICAL GROUP PTE LTD",61 CHOA CHU KANG DRIVE,#02-01 YEW TEE MRT STATION,SINGAPORE,689715
201928,W.H.YAK FAMILY CLINIC P/L- DR YAK WAN HONG,BLOCK 25 NEW UPPER CHANGI RD.,#01-644,SINGAPORE,462025
201929,PRO-LIFE MEDICAL ASSOCIATES- DR CHEE LIOK SUAN,BLOCK 253 CHOA CHU KANG AVENUE 1,#01-20,SINGAPORE,680253
201934,VISTA FAMILY CLINIC- DR SI HOE YEEN LING,BLOCK 320 CLEMENTI AVENUE 4,#01-47,SINGAPORE,120320
201935,ALLIANCE CLINIC & PARTNERS P/L DR LIM PENG KEONG,BLOCK 652 JALAN TENAGA,#01-50,SINGAPORE,410652
201936,NYAM FAMILY CLINIC- DR RAYMOND NYAM NGIAN CHOY,296 BEDOK RD.,,SINGAPORE,469475
201938,LEE & TAN FAMILY CLINIC & SURGERY- DR LEE YIK VOON,BLOCK 72 CIRCUIT RD.,#01-03,SINGAPORE,370072
201940,HEALTHWAY TAMPINES CLINIC-DR PHILIP KOH KHENG KEAH,BLOCK 710 TAMPINES ST. 71,#01-134,SINGAPORE,520710
201943,SINGAPORE FAMILY CL & SURG- DR TAN YI RYH,BLOCK 108 HOUGANG AVENUE 1,#01-1299,SINGAPORE,530108
201949,MEDIPOINT MEDICAL CTR- DR TAN TEING PING,BLOCK 401 HOUGANG AVENUE 10,#01-1170,SINGAPORE,530401
201951,MELVIN TAN CARDIOLOGY PRACTICE- DR MELVIN TAN E H,38 IRRAWADDY RD.,#06-40 MT ELIZABETH NOVENA SPEC CTR,SINGAPORE,329563
201958,WEN LIM CLINIC FOR WOMEN P/L- DR LIM YUIN WEN,MT. ALVERNIA MEDICAL CTR.(BLK D),"820 THOMSON ROAD, SUITE #08-65",SINGAPORE,574623
201959,DIABETES & ENDOCRINE CONSULTANTS P/L- DR Y T TAN,820 THOMSON RD.,#03-11 MOUNT ALVERNIA MEDICAL CENTRE,SINGAPORE,574623
201960,FIRST MEDICAL CTR PTE LTD -DR WANG JOON LEONG,BLOCK 169 STIRLING RD.,#01-1165,SINGAPORE,140169
201967,"TEOH COLON,RECTUM & GEN. SURG- DR TEOH TIONG ANN",3 MOUNT ELIZABETH,#05-04 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
201968,Y S LAU CARDIOLOGY CLINIC P/L-DR LAU YUNG SANG,820 THOMSON RD.,#06-69 MT ALVERNIA MEDICAL CTR D,SINGAPORE,574623
201978,C H LIM CARDIOLOGY CLINIC- DR LIM CHIN HOCK,3 MOUNT ELIZABETH,#10-02 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
201980,HO KOK TONG GASTROENTEROLOGY & MEDICAL CLINIC,3 MOUNT ELIZABETH,#17-15 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
201984,KU KIDNEY & MEDICAL CTR- DR GORDON KU,3 MOUNT ELIZABETH,#10-04 MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
201993,NIPPON MEDICAL CARE P/L- DR SIOW YONG CHOW,6A NAPIER RD.,#03-31 GLENEAGLES HOSPITAL ANNEXE BLK,SINGAPORE,258500
201994,HEALTHLINE FAMILY CL. & SURG P/L DR TEO BOON LENG,BLOCK 25A CHAI CHEE RD.,#01-467,SINGAPORE,461025
201999,CHAI CHEE CLINIC & SURGERY- DR NEETA P KHEMANI,BLOCK 25A CHAI CHEE RD.,#01-453,SINGAPORE,461025
202000,ORTHOPAEDIC 'A' CARE SERVICE- DR S. SAYAMPANATHAN,6 NAPIER RD.,#08-07 GLENEAGLES MEDICAL CENTRE,SINGAPORE,258499
202002,EAST COAST FAMILY CLINIC- DR KIRANKASHYAP,121 MEYER RD.,#01-05 THE MAKENA,SINGAPORE,437932
202006,HUANG SURGERY P/L- DR HUANG CHIA YUNG,491B RIVER VALLEY RD.,#03-03A VALLEY POINT OFFICE TOWER,SINGAPORE,248373
202009,CASSIA CLINIC & SURGERY- DR MOK YING JANG,BLOCK 34 CASSIA CRESCENT,#01-76,SINGAPORE,390034
202013,HEALTH PARTNERS FAMILY CLINIC- DR SIM CHOON SENG,1 BUKIT BATOK CENTRAL LINK,#01-37 WEST MALL,SINGAPORE,658713
202019,REGIONAL PATIENTCARE MED GP P/L-DR CHAN WAILUP,BLOCK 678 WOODLANDS AVENUE 6,#01-726,SINGAPORE,730678
202025,RAFFLES MEDICAL GROUP LTD,1 WOODLANDS SQUARE,#05-20 CAUSEWAY POINT,SINGAPORE,738099
202026,EJ FAMILY CLINIC - DR TAN EE JU,BLOCK 109 LORONG 1 TOA PAYOH,#01-314,SINGAPORE,310109
202027,DOVER MEDICAL CTR-DR PHUA NGEE BOON,1 FUSIONOPOLIS WAY,#03-05 CONNEXIS,SINGAPORE,138632
202033,FRONTIER MEDICAL ASSOCIATES(AMK)P/L,BLOCK 163 ANG MO KIO AVENUE 4,#01-426,SINGAPORE,560163
202034,DAILY MEDICAL CTR- DR GOH SOON HOON MORNICA,BLOCK 159 HOUGANG ST. 11,#01-17,SINGAPORE,530159
202035,DR LIM LEAN HUAT & ASSOCIATES P/L,6 SHENTON WAY,#40-03 TOWER ONE,SINGAPORE,329565
202036,CANBERRA MEDICAL AESTHETICS-DR VICTOR CHEW Y M,BLOCK 306A CANBERRA RD.,#01-01,SINGAPORE,751306
202053,GALILEE CLINIC - DR NG KAI SUM,BLOCK 342 UBI AVENUE 1,#01-935 ( ALL ORDERS USE CORP-C),SINGAPORE,400342
202057,SIMON SIEW PSYCHOLOGICAL MEDICINE CLINIC,3 MOUNT ELIZABETH,#08-07 MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
202064,WOODS MEDICAL CLINIC P/L- DR LIM WEE HOW,20 EASTWOOD RD.,#01-14A EASTWOOD CTR.,SINGAPORE,486442
202066,RAFFLES MEDICAL GROUP LTD,BLOCK 177 TOA PAYOH CENTRAL,#01-170,SINGAPORE,310177
202071,TMVC SINGAPORE PTE LTD C/O INT'L MEDICAL CLINIC,"TMVC S'PORE P/L,1 ORCHARD BOULEVARD",#14-05/06/07 CAMDEN MEDICAL CTR.,SINGAPORE,248649
202077,STRAITS MEDICAL- DR RAYMOND WONG HON YIP,16 UPPER CIRCULAR ROAD,#05-01 AMCIS HOUSE,SINGAPORE,058414
202078,LITTLE CROSS FAMILY CLINIC P/L- DR CHAI CHWAN,BLOCK 929 TAMPINES ST. 91,#01-445,SINGAPORE,520929
202084,JOHNS HOPKINS(S)INTERNATIONAL MEDICAL CTR,11 JALAN TAN TOCK SENG,AVOID LUNCH TIME 12PM - 1PM,SINGAPORE,308433
202092,YSL BEDOK(24 HR) CLINIC SURGERY- DR LAU BOON KWANG,BLOCK 539 BEDOK NORTH ST. 3,#01-631,SINGAPORE,460539
202105,MY FAMILY CLINIC (WOODLANDS)- DR LOH CHER ZOONG,BLOCK 768 WOODLANDS AVENUE 6,#02-07,SINGAPORE,730768
202106,EVERHEALTH FAMILY CLINIC & SURGERY,BLOCK 762 JURONG WEST ST. 75,#01-88 LE QUEST,SINGAPORE,657991
202109,CAMRY MEDICAL CTR - DR TEO BOON SEE,BLOCK 95 LORONG 4 TOA PAYOH,#01-66,SINGAPORE,310095
202112,STREET 11 CLINIC (2018) PTE LTD DR LOW JIN KHENG,BLOCK 139 TAMPINES ST. 11,#01-18,SINGAPORE,521139
202116,NEE SOON CLINIC,BLOCK 779 YISHUN AVENUE 2,#01-1547,SINGAPORE,760779
202119,EVERCARE MEDICAL CLINIC (475) P/L,BLOCK 475 CHOA CHU KANG AVENUE 3,#02-02,SINGAPORE,680475
202122,LIGHTHOUSE CLINIC & SURGERY P/L DR STANLEY PECK,BLOCK 642 BUKIT BATOK CENTRAL,#01-52,SINGAPORE,650642
202126,MAURINE TSAKOK CLINIC- DR MAURINE TSAKOK,1 ORCHARD BOULEVARD,#03-01 CAMDEN MEDICAL CTR.,SINGAPORE,248649
202127,HEALTHWAY MEDICAL GROUP PTE LTD (RIVERVALE DRIVE),BLOCK 118 RIVERVALE PLAZA,#02-17 RIVERVALE DRIVE,SINGAPORE,540118
202130,GASTROENTEROLOGY & MEDICINE INT.- DR TAN CHI CHIU,6 NAPIER RD.,#10-08 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
202132,SILVER CROSS HEALTHCARE P/L- DR YANG CHYAN HAN,BLOCK 846 YISHUN RING ROAD,#01-3661,SINGAPORE,760846
202133,STERLING FAMILY CLINIC- DR ONG WOON CHING,BLOCK 84 BEDOK NORTH ST. 4,#01-41,SINGAPORE,460084
202134,LIFELINE MEDICAL GROUP- SENGKANG P/L- DR GOH YANN,BLOCK 118 RIVERVALE DRIVE,#02-18,SINGAPORE,540118
202138,RESPIRATORY & MEDICAL SPECIALISTS P/L- DR Y K TAN,6 NAPIER RD.,#06-02 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
202139,SHIFA CLINIC & SURGERY- DR MOHAMAD GHAZALI,BLOCK 668 CHANDER RD.,#01-20,SINGAPORE,210668
202141,SHANGRI-LA MEDICAL CLINIC- DR FOO YUNG HUI,22 ORANGE GROVE RD.,LEVEL 4,SINGAPORE,258350
202144,ALEX FOK P/L C/O ALEX FOK ENDOCRINE PRACTICE,3 MOUNT ELIZABETH,#07-07 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
202158,MEDINA MEDICAL PTE LTD C/O MEDINA MEDICAL CENTRE,BLOCK 479 TAMPINES ST 44,#01-231,SINGAPORE,524201
202159,DOCTOR'S KOO & CHOO MEDICAL CLINIC- DR CHOO EDWIN,BUKIT BATOK MRT STATION,10 BUKIT BATOK CENTRAL #01-04A,SINGAPORE,659958
202160,SOC CLINIC@GLENEAGLES DR KARMEN WONG,6 NAPIER RD.,#05-11/12 GLENEAGLES MEDICAL CENTRE,SINGAPORE,258499
202162,FIRST CARE FAMILY CLINIC- DR LOW CHIN YONG,BLOCK 253 JURONG EAST ST. 24,#01-257,SINGAPORE,600253
202165,"NYAM COLON,RECTAL & GENERAL SURGERY P/L-DRNYAM",3 MOUNT ELIZABETH,#17-17 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
202172,HK FAMILY CLINIC & SURGERY P/L- DR KHOO BEE SIM,BLOCK 410 ANG MO KIO AVENUE 10,#01-817,SINGAPORE,560410
202175,"EAR, NOSE & THROAT PARTNERS P/L (DR KEVIN SOH)",3 MOUNT ELIZABETH,#07-02 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
202176,W K CHEONG GASTROINTESTINAL & LIVER SPECIALISTS PL,3 MOUNT ELIZABETH,#14-03 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
202178,THE HEALER CLINIC & SURGERY- DR LING CHUEN,BLOCK 154 SERANGOON NORTH AVE 1,#01-452,SINGAPORE,550154
202185,L & H POLYCLINIC & SURGERY-DR ELSIE TONG PAIK KOON,BLOCK 59 LENGKOK BAHRU,#01-543,SINGAPORE,150059
202186,NEPTUNE HEALTHCARE MEDICAL & SURGERY-DR LIM HSIU W,BLOCK 328 TAMPINES ST. 32,#01-362,SINGAPORE,520328
202187,THE HEART SPECIALIST CLINIC- DR TEO WEE SIONG,3 MOUNT ELIZABETH,#14-10 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
202188,CENTRAL (CLINIC + SURGERY) MARINE PARADE,BLOCK 81 MARINE PARADE CENTRAL,#01-630,SINGAPORE,440081
202190,CHEN & LOW FAMILY DOCTORS- DR CHEN JENN YUH,BLOCK 548 WOODLANDS DRIVE 44,#02-22,SINGAPORE,730548
202191,HEALTHWAY MEDICAL CLINIC DR CHIA HONG CHYE,BLOCK 475 CHOA CHU KANG AVENUE 3,#02-03,SINGAPORE,680475
202195,SHENTON FAMILY MEDICAL CLINIC (JURONG EAST),BLOCK 131 JURONG GATEWAY RD.,#01-263,SINGAPORE,600131
202203,BRIAN YEO CLINIC- DR BRIAN YEO KAH LOKE,3 MOUNT ELIZABETH,#09-02 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
202204,INFECTION & VACCINATION CONSULTANTS DR LAM MUN SAN,3 MOUNT ELIZABETH,#09-02 MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
202205,THE PSYCHOLOGICAL MED.PRACTICE P/L,304 ORCHARD RD.,#05-39 LUCKY PLAZA,SINGAPORE,238863
202213,SHENTON FAMILY MEDICAL CLINIC (BKT GOMBAK),BLOCK 372 BUKIT BATOK ST 31,#01-378,SINGAPORE,650372
202227,CHAN KM GERIATRIC & MEDICAL CLINIC P/L,6 NAPIER RD.,#08-10 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
202231,G P MEDICAL CTR & SURGERY- DR TEOH GUAN PIN,35 SELEGIE RD.,#03-03 PARKLANE SHOPPING MALL,SINGAPORE,188307
202234,SHENTON FAMILY MEDICAL CLINIC (BEDOK RESERVOIR),BLOCK 744 BEDOK RESERVOIR RD.,#01-3065,SINGAPORE,470744
202239,BKT PANJANG FAMILY CLINIC-DR LIM HEUK YEW/DR TAN,BLOCK 524A JELAPANG RD.,#02-13 GREENRIDGE SHOPPING CENTRE,SINGAPORE,671524
202243,COLON RECTUM & GEN. SURGICAL CTR- DR TAN HENG TEE,3 MOUNT ELIZABETH,#12-02 MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
202245,DR YVONNE CHAN CLINIC FOR WOMEN- DR CHAN GEK SUAN,339 THOMSON RD.,#06-06 THOMSON MEDICAL CENTRE,SINGAPORE,307677
202257,LD HEART CLINIC PTE PTD C/O LD HEART CLINIC,6A NAPIER RD.,#03-37A GLENEAGLES HOSPITAL ANNEXE BLK,SINGAPORE,258500
202263,"STOMACH, LIVER & BOWEL CLINIC",6A NAPIER RD.,#05-37 GLENEAGLES HOSPITAL ANNEXE BLOCK,SINGAPORE,258500
202266,SILVER CROSS HEALTHCARE PTE LTD C/O PEACE FAMILY C,BLOCK 452 ANG MO KIO AVENUE 8,#01-1787,SINGAPORE,560452
202267,"ANDROLOGY, UROLOGY & CONTINENCE CTR",6A NAPIER RD.,#05-36D GLENEAGLES HOSPITAL(ANNEX BLK),SINGAPORE,258500
202275,FAMILY LIFE CLINIC,BLOCK 727 CLEMENTI WEST ST. 2,#01-264,SINGAPORE,120727
202288,ADVANCE CLINIC & SURGERY PTE LTD,BLOCK 301 UBI AVENUE 1,#01-269,SINGAPORE,400301
202290,FAMICARE BEDOK CLINIC- DR ROY CHIO HAN SIN,BLOCK 158 BEDOK SOUTH AVENUE 3,#01-581,SINGAPORE,460158
202307,RAFFLES MEDICAL GROUP LTD,168 ROBINSON RD.,#02-02 CAPITAL TOWER,SINGAPORE,068912
202309,YSL ALJUNIED CLINIC & SURGERY P/L DR.CHOO WENG YUE,BLOCK 5 UPPER ALJUNIED LANE,#01-42 ( 8.30AM TO 3.00PM ),SINGAPORE,360005
202310,NEUROLOGY AND NEUROPHYSIOLOGY CLINIC- DR TAN,6A NAPIER RD.,#05-39 GLENEAGLES HOSPITAL(ANNEXE BLOCK),SINGAPORE,258500
202315,RAFFLES HOSPITAL PTE LTD-L 7 PHARM,585 NORTH BRIDGE RD.,#07-00 PHARMACY DEPARTMENT,SINGAPORE,188770
202316,HEALTHWAY MEDICAL GRP P/L-NOVENA,238 THOMSON RD.,#09-36 NOVENA MEDICAL CENTER,SINGAPORE,307683
202322,LEE CHUNG HORN DIABETES & ENDOCRINOLOGY,6 NAPIER RD.,#09-17 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
202337,ANTHONY'S BABY & CHILD CLINIC- DR ANTHONY CHEE,BLOCK 327 HOUGANG AVENUE 5,#01-160,SINGAPORE,530327
202351,FRASER MEDICAL CTR- DR TEO HUI LING,BLOCK 78A TELOK BLANGAH ST 32,#01-07,SINGAPORE,101078
202358,CHINATOWN MEDICAL CTR.,BLOCK 531 UPPER CROSS ST,#02-64 HONG LIM COMPLEX,SINGAPORE,050531
202361,SILVER CROSS HEALTHCARE PTE LTD C/O HEALTHWAY MEDI,BLOCK 406 SEMBAWANG DRIVE,#01-820,SINGAPORE,750406
202374,K H HO NEUROLOGY & MEDICAL CLINIC,6 NAPIER RD.,#09-04 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
202378,WEN & WENG FAMILY CLINC,BLOCK 505 CANBERRA LINK,#01-03,SINGAPORE,750505
202379,MINMED GROUP PTE LTD C/O MINMED CLINIC(HAIG ROAD),30 HAIG RD.,SINGAPOREDAYSPRING MED,SINGAPORE,438737
202391,HS CHAN SURGERY PTE LTD,GLENEAGLES MEDICAL CENTRE,6 NAPIER ROAD #03-01,SINGAPORE,258500
202392,SINGAPORE SPORTS AND ORTHOPAEDIC CLINIC P/L,6 NAPIER RD.,#02-12 GLENEAGLES MEDICAL CTR.,SINGAPORE,258499
202394,TWIN CITY MEDICAL CTR- DR SEAH SHENG HEANG,1 KIM SENG PROMENADE,#01-32 GREAT WORLD CITY,SINGAPORE,237994
